tweet_id,customer_text,agent_reply,sampling_bucket,intent,route,route_reason,reply_grounded,notes,annotation_source
1228165,@115888 Will you start your service in Russia? It's terrible feeling of waiting for good music platform.,@408136 Hey there! We're launching in new countries as often as possible. Be sure to add your email at https://t.co/X8DVSX9QgM 🙂 /CG,,information_request,auto_handle,Human-approved label recorded after explicit review.,yes,Human-approved label.,human_reviewed
310017,"@SpotifyCares Love the Time Capsule, but it'd be nice if I could sort it by artist to find songs easier.",@190021 Hi Laura! Thanks for the feedback – we appreciate it! We’ll get this passed onto the right team 💚 /MT,,complaint_feedback,auto_handle,Human-approved label recorded after explicit review.,yes,Human-approved label.,human_reviewed
293454,@SpotifyCares Just voted on it. Thanks again you lovely Swedes.,@185898 Awesome! Let us know if you ever need us again. We'd be... https://t.co/LgAM6ky9Vv /RB,,other,auto_handle,Human-approved label recorded after explicit review.,yes,Human-approved label.,human_reviewed
2198140,"You should be able to ""love"" songs on @115888 When people see you listening to it it would have a heart next to it. This way you can build a massive library of songs you like but a concentrated library of songs you ""love""","@642968 Hi there! We don't have any info on this right now, but you can vote for a similar idea here: https://t.co/vDn01LpNqM /DD",,complaint_feedback,auto_handle,Human-approved label recorded after explicit review.,yes,Human-approved label.,human_reviewed
189819,@SpotifyCares @160530 Hey Spotify. Do you have any love for the armed forces? How bout a nice deal,@190992 Hey there! You can show your support by voting for that idea here: https://t.co/XmDgzVaBbQ /LO,,information_request,auto_handle,Human-approved label recorded after explicit review.,no,Human-approved label.,human_reviewed
2594607,"@SpotifyCares hey love the service! Is there any way you could work on adding liner notes to your catalog of LPs? A Herculean undertaking to be sure, but would love to have digitized access. :)",@734706 Hey there! This sounds like a good idea. You can show your support for this by voting here: https://t.co/3NH2Bpt05Y /CE,,complaint_feedback,auto_handle,Human-approved label recorded after explicit review.,yes,Human-approved label.,human_reviewed
2653220,@SpotifyCares That doesn’t explain why it’s so terrible,"@748247 We understand your frustration. Rest assured, your feedback is being heard while we work with Roku on the best path forwards /JS",,product_service_issue,escalate,Human-approved label recorded after explicit review.,yes,Human-approved label.,human_reviewed
1013190,@115888 As long as you don't have more than 10K favourite songs... Very disappointed,"@359750 2: Rest assured they won't fall on deaf ears. In the meantime, if you have any other questions, don't hesitate to ask /DB",,complaint_feedback,auto_handle,Human-approved label recorded after explicit review.,yes,Human-approved label.,human_reviewed
2898311,@SpotifyCares I hate my daily mix two and where the fucks the option for CLEAN MUSIC @115888,"@802990 Hey Tahani! Thanks for the feedback. Check out https://t.co/OCqPV5UbGd to improve your Daily Mix. On the other hand, we don't have any info on the clean music option. To help make it happen, we’d recommend showing your support for the idea here: https://t.co/CdI1SY9KZE /GU",,complaint_feedback,auto_handle,Human-approved label recorded after explicit review.,yes,Human-approved label.,human_reviewed
1746156,@SpotifyCares how do we remove those?,@526460 Hey Joseph! Our friends in Artist Support are the right folks to help with this. You can reach out to them here: https://t.co/p1wbtdELHu /MQ,,information_request,escalate,Human-approved label recorded after explicit review.,no,Human-approved label.,human_reviewed
145907,@SpotifyCares where can we find our personal stats? (like the ones you send at the end of the year),@149090 Hey! Our friends in Artist Support are the right folks to help with this. You can get in touch with them here: https://t.co/p1wbtdELHu /GT,,information_request,escalate,Human-approved label recorded after explicit review.,no,Human-approved label.,human_reviewed
2483225,How do i transfer my @115888 music to my sd card,@154679 Hi there! You can find more info about using an SD card for Spotify here: https://t.co/zEMYB82ZiG /NQ,,information_request,auto_handle,Human-approved label recorded after explicit review.,yes,Human-approved label.,human_reviewed
1722245,.@125633 @SpotifyCares @14035 WHAT IS GOING ON IN YOUR OFFICES? Please explain to me why you have not fixed my NOI problem.,"@521106 1: @147836 Hey Vanessa, sorry about this. We've reached out to the right team about this.",,product_service_issue,escalate,Human-approved label recorded after explicit review.,partly,Human-approved label.,human_reviewed
2599818,How does one get a spoti.fi shortlink? @115888,"@735969 Hey! We're afraid that feature isn't available at the moment. To help make it happen, we’d recommend showing your support for the idea here: https://t.co/iQ1bZpbwik /DR",,information_request,auto_handle,Human-approved label recorded after explicit review.,yes,Human-approved label.,human_reviewed
1211403,@115888 where can I report wrong linked releases to my artist profile? __email__ doesn't respond. That used to be THE email?,@404328 Hey! We’d recommend reaching out to your distributor/aggregator. They'll work with our team to make sure your artist page gets fixed up /RC,,information_request,auto_handle,Human-approved label recorded after explicit review.,yes,Human-approved label.,human_reviewed
231013,@115888 Hello! Why is Invisible Man by 98 degrees not available on Spotify? Not the acoustic one. Can it be made available?,@171001 @115888 Hi there! We've just replied to your DM. Check it out /DB,,information_request,escalate,Human-approved label recorded after explicit review.,partly,Human-approved label.,human_reviewed
1467380,"@115888 Hi Spotify, I’m Dutch, but live in the US. I’m trying to listen to some new Dutch music, but it’s blocked. How can I listen to it?","@460603 Hey Tim! Unfortunately, there are some restrictions based on your current location, but not your Spotify account’s country /JX",,information_request,auto_handle,Human-approved label recorded after explicit review.,yes,Human-approved label.,human_reviewed
2055172,"@SpotifyCares Still doesn't work on my phone &amp; on my comp it says ""This song is not available. If you have the file on your computer you can import it.""",@607821 Best thing to try here is a reinstall. Just follow the steps at https://t.co/EqisDMwZAT. Keep us posted /RH,,product_service_issue,escalate,Human-approved label recorded after explicit review.,partly,Human-approved label.,human_reviewed
2219846,Can I upload my own music to @SpotifyCares if it's not in their catalog?,@189197 You'll need to reach out to a distributor/aggregator to get your music on Spotify. More info at https://t.co/aDf2KFsYWZ. Hope this helps! /DB,,information_request,auto_handle,Human-approved label recorded after explicit review.,yes,Human-approved label.,human_reviewed
149363,How can i avail this kind of promo?  @115888 https://t.co/lS6J6mA2ie,@145410 The 3 months for 9 PHP offer is for Spotify accounts which haven't been on Premium yet. Hope this info helps /GK,,information_request,auto_handle,Human-approved label recorded after explicit review.,yes,Human-approved label.,human_reviewed
2198118,@SpotifyCares can i get some support pleaseeeee? my spotify keeps cutting out,@642960 Hey there! We've just sent you a bit more info over DM. We'll carry on helping out there 🙂 /TB,,product_service_issue,escalate,Human-approved label recorded after explicit review.,partly,Human-approved label.,human_reviewed
2342911,".@115888 I get that ad revenue is important, but can I turn off scary ones? The snowman trailer is gonna give me nightmares.","@677645 Hey Alexis! Sorry, we didn't mean to scare you. Don't worry, we'll pass your feedback on to our Ads team /GK",,information_request,auto_handle,Human-approved label recorded after explicit review.,partly,Human-approved label.,human_reviewed
2297987,How do I open my Spotify if I deactivate my Facebook? @SpotifyCares,@667078 Hey there! Can you send over your account's email address? We'll see what we can suggest /QI,,account_access,escalate,Human-approved label recorded after explicit review.,yes,Human-approved label.,human_reviewed
2052171,@SpotifyCares how do I delete the current playing song from my 1000 track playlist that's on shuffle? Android,"@606903 Hi! From your playlist, you can swipe down &gt; search for the title &gt; tap the three dots &gt; ""Remove from this Playlist"". Hope that helps 🙂 /JE",,information_request,auto_handle,Human-approved label recorded after explicit review.,yes,Human-approved label.,human_reviewed
1000020,Hi how can I keep Christmas music off my discover weekly/release radar or block it completely @SpotifyCares,"@356754 Hey! We're afraid it's not possible, but you can keep Discover Weekly/Release Radar fresh by listening more of the songs you love 🙂 /PC",,information_request,auto_handle,Human-approved label recorded after explicit review.,yes,Human-approved label.,human_reviewed
1085652,@SpotifyCares how do I get verified,@376094 Hi there! You can find more info about getting verified here: https://t.co/aR6VNZNfsw /NQ,,information_request,auto_handle,Human-approved label recorded after explicit review.,yes,Human-approved label.,human_reviewed
717624,@SpotifyCares how do i access the songs i got sent in spotify messages please,@291832 Hi there! We have some info about this here: https://t.co/xW1fRS96NG. Give us a shout if you have any other questions /NY,,information_request,auto_handle,Human-approved label recorded after explicit review.,yes,Human-approved label.,human_reviewed
44686,@SpotifyCares Thanks! You've really nailed the recommendation aspect 💚. I think library organization is an area all streaming services can improve.,@125920 We can see how that’d be handy. Thanks for taking the time to reach out – your feedback's been noted 📝 /DV,,complaint_feedback,auto_handle,Human-approved label recorded after explicit review.,yes,Human-approved label.,human_reviewed
2766496,"@SpotifyCares i accidentaly set the dont play this artist on spotify. How can i undo this? 
Help please https://t.co/ocLG0Jgm6s","@773671 Hey there! Right now it isn’t possible to undo the action, but we’ll pass on your feedback on to the right people /RS",,information_request,auto_handle,Human-approved label recorded after explicit review.,yes,Human-approved label.,human_reviewed
1819277,@SpotifyCares hi! How can we suggest a new artist to join Spotify?,@546403 Hey! It's not possible to suggest an artist to add. We have info on how artists and their music gets added at https://t.co/0i8GpimuDa /PB,,information_request,auto_handle,Human-approved label recorded after explicit review.,yes,Human-approved label.,human_reviewed
2868826,"Hi @115888, how does one get ones music onto one of your prestigious playlists? A ‘Focus’ based one perhaps?",@796696 Hey there! Our Curation team are independent so there's no formal submission process. Check out https://t.co/6BMOmfiZvQ to help you gain visibility 🙂 /KC,,information_request,auto_handle,Human-approved label recorded after explicit review.,yes,Human-approved label.,human_reviewed
574263,. @115888 how do I claim the below? https://t.co/DIyQ35zY6b,"@255066 Hey there! To sign up for the offer, just visit https://t.co/k4M4Rau9Gq. We'd recommend using a credit card, debit card, or PayPal as your payment method. Hope that helps /NQ",,information_request,auto_handle,Human-approved label recorded after explicit review.,yes,Human-approved label.,human_reviewed
1873350,@SpotifyCares how do I get into a support chat to finish my conversation with an agent?,"@559349 1: Hey! We can help out here at Twitter, but you can reach Chat support at https://t.co/ZgU70TbP8M. Can you DM us your account's...",,information_request,auto_handle,Human-approved label recorded after explicit review.,yes,Human-approved label.,human_reviewed
1021325,@125633 How do I add images to Bio,@361692 Hey there! You can find info on this here: https://t.co/3v3UMdAyoM. Give us a shout if you need anything else /BB,,information_request,auto_handle,Human-approved label recorded after explicit review.,yes,Human-approved label.,human_reviewed
723048,@SpotifyCares No. I already tried that...,@293133 No worries! Can you try the steps here for us instead: https://t.co/EqisDMwZAT? Let us know how it goes /RB,,other,escalate,Human-approved label recorded after explicit review.,partly,Human-approved label.,human_reviewed
1945177,@SpotifyCares iOS app version 8.4.24.506. But you don't you create a pure Spotify music player without all the annoying add-ons? I just want my music.,@578205 Thanks! Could you try logging out &gt; restarting your device &gt; logging back in to see if it helps? Keep us posted /AR,,complaint_feedback,auto_handle,Human-approved label recorded after explicit review.,no,Human-approved label.,human_reviewed
328673,@SpotifyCares Got something - was able to pull a stack trace via adb. Hope this helps! https://t.co/iNiamncVkn,"@194236 We appreciate that, but this is something our developers are looking into at the moment. We'll post updates once this is fixed /NY",,other,escalate,Human-approved label recorded after explicit review.,yes,Human-approved label.,human_reviewed
1244063,for some reason @2235 is not playing on @115888 .,"@411866 Hey Roger, that's odd! Are you getting any errors when trying to play a song? Keep us posted /KL",,product_service_issue,escalate,Human-approved label recorded after explicit review.,partly,Human-approved label.,human_reviewed
2307498,"@115888, help! Every time my iPhone X locks, my Spotify stops playing. Any suggestions?","@245361 Hey Jess! What iOS and Spotify version are you using? Also, are you using headphones or the phone's speaker when this happens? /BH",,product_service_issue,escalate,Human-approved label recorded after explicit review.,yes,Human-approved label.,human_reviewed
1908281,"Hey @3493? The fact that @568484 isn't on Northern Bars, needs work. Thanks.","@568483 Thanks! Our Curation team is independent &amp; use taste, data, and trends to create playlists, but we’ll pass on your suggestion /MX",,complaint_feedback,auto_handle,Human-approved label recorded after explicit review.,yes,Human-approved label.,human_reviewed
637696,will you ever add twicetagram @115888,@271205 We'd love to have them on Spotify! Hopefully we will in the future. Check this out: https://t.co/MEjmIRL2eB /MX,,information_request,auto_handle,Human-approved label recorded after explicit review.,yes,Human-approved label.,human_reviewed
723050,@SpotifyCares Seems to be working! Thank you🤘,@293133 Awesome! Let us know if you ever need us again. We'd be... https://t.co/LgAM6ky9Vv /RB,,other,auto_handle,Human-approved label recorded after explicit review.,yes,Human-approved label.,human_reviewed
340617,@SpotifyCares I'm not sure how to fix that bit. To get it to say my name and my followers/playlists.,@197359 Hmm. Can you DM us your account's username or email address? We'll take a look under the hood /JS https://t.co/ldFdZRiNAt,,account_access,escalate,Human-approved label recorded after explicit review.,partly,Human-approved label.,human_reviewed
566310,@SpotifyCares is there a number I can call for help? I’m having trouble trying to use a gift card.,"@252758 Hey there! We don't offer phone support at this time, but we'd be happy to assist via Twitter. Can you DM us your account's email address or username? We'll take a look backstage /NQ https://t.co/ldFdZRiNAt",,information_request,auto_handle,Human-approved label recorded after explicit review.,yes,Human-approved label.,human_reviewed
1739265,"@SpotifyCares Between songs and sometimes when I start the PL, it will play songs not on there.","@524913 2: To reduce the number of Suggested Tracks you're getting, try adding more artists to your playlists. Hope that helps /CP",,product_service_issue,escalate,Human-approved label recorded after explicit review.,yes,Human-approved label.,human_reviewed
314110,"@SpotifyCares I'll try it, thank you.😅","@190993 Thanks! If anything comes up, just give us a nudge. We'll be right here to help you further /MO",,other,auto_handle,Human-approved label recorded after explicit review.,yes,Human-approved label.,human_reviewed
1294213,"When is @115888 gunna put Somo's version of ""Young and Beautiful"" up to download? It's my only wish lately..","@422657 Hey! Fingers crossed we'll be able to have it soon, but there's info about Spotify content here: https://t.co/0i8GpimuDa /TR",,information_request,auto_handle,Human-approved label recorded after explicit review.,yes,Human-approved label.,human_reviewed
2402463,"@SpotifyCares It pisses me off seeing all of my downloads disappear. Used the app before I went to bed, tried to use it on my way to work and it had logged me out. Removed all my downloads so everything had to be re-downloaded. It has happened several times. And shuffle STILL DOES NOT SHUFFLE.","@691175 Thanks for the info. Don't worry, we'll look into this. Can you DM us your account's email address? We'll check backstage /NY https://t.co/ldFdZRiNAt",,product_service_issue,escalate,Human-approved label recorded after explicit review.,yes,Human-approved label.,human_reviewed
367622,@SpotifyCares @115888 please some consideration?,"@203080 Hey, help's here! Can you DM us your account's email address? We'll take a look backstage /SJ https://t.co/ldFdZRiNAt",,other,escalate,Human-approved label recorded after explicit review.,partly,Human-approved label.,human_reviewed
844363,@SpotifyCares tried clearing cache,@320738 Hey there! Could you shoot us a DM with your account's username and email address? We'll take a look backstage /VK https://t.co/ldFdZRiNAt,,other,escalate,Human-approved label recorded after explicit review.,partly,Human-approved label.,human_reviewed
2412649,@115888 will spotify receive a light theme at some point? Would really like to see it happen haha,"@693583 Hi there! We don't have any info on this right now, but we'll let the right team know it's something you'd like to see /JM",,complaint_feedback,auto_handle,Human-approved label recorded after explicit review.,yes,Human-approved label.,human_reviewed
492439,@SpotifyCares WhoopWhoop we did it!!! 😘,@232378 Sweet! Happy to hear it worked okay. We'll be here if you need us /JI,,other,auto_handle,Human-approved label recorded after explicit review.,yes,Human-approved label.,human_reviewed
1189536,@SpotifyCares OK please proceed to delete the tweet,"@399609 2: says ""Send a private message"". We'll keep an eye out for your private message /RC https://t.co/ldFdZRiNAt",,other,escalate,Human-approved label recorded after explicit review.,partly,Human-approved label.,human_reviewed
1764108,@SpotifyCares Grazie,@530695 You're welcome! Let us know if you need anything else in the meantime. We'd be... https://t.co/LgAM6ky9Vv /PB,,other,auto_handle,Human-approved label recorded after explicit review.,yes,Human-approved label.,human_reviewed
1774188,"Hey could you put back the song preview function pls, thanks. @115888",@533195 Hey! We have more info about this here: https://t.co/pXBCq8GlsI. Give us a shout if you have any questions /JL,,complaint_feedback,auto_handle,Human-approved label recorded after explicit review.,yes,Human-approved label.,human_reviewed
2552697,"Lol something went wrong with my @115888, but i don't mind https://t.co/U66GWJyZcw","@725073 Hi Hayley! Just in case, we'd suggest logging out &gt; restarting your device &gt; logging back in to refresh the app. Otherwise, let us know if we can help with anything else /MU",,other,auto_handle,Human-approved label recorded after explicit review.,partly,Human-approved label.,human_reviewed
979810,@SpotifyCares I have already restarted and logged out and it didn't work. The android version is 7.1.1 and the app version is 8.4.22.857.,"@352349 Hmm. Is this only happening via 3G/4G, or is it the same with WiFi? Keep us posted /NY",,product_service_issue,escalate,Human-approved label recorded after explicit review.,yes,Human-approved label.,human_reviewed
2310872,When will @115888 fully support the iPhone X? 🤦🏾‍♂️,"@670200 Hey Marc! We don't have any info to share, but we’re working on it as we speak. Stay tuned 🙂 /CH",,information_request,auto_handle,Human-approved label recorded after explicit review.,yes,Human-approved label.,human_reviewed
2211039,Shout out to @SpotifyCares for the best customer service experience I’ve ever had!,"@392724 Hey, thanks for the kind words! Let us know if you ever need us again. We'd be... https://t.co/LgAM6ky9Vv /RB",,complaint_feedback,auto_handle,Human-approved label recorded after explicit review.,yes,Human-approved label.,human_reviewed
1865438,"@SpotifyCares figured out my phone issue. Have the latest version of Spotify, I can now discover mode again! #MusicToMeEars #FindingNewTunes",@378057 Great to hear you've found a way around it! Just let us know if we can help with anything else. https://t.co/m4HWSbgHVZ /AY,,other,auto_handle,Human-approved label recorded after explicit review.,yes,Human-approved label.,human_reviewed
661780,@SpotifyCares I DM'd you about an issue with a verified artist profile issue. Thanks in advance.,@277659 Hey. We've just sent a DM your way. Let's carry on chatting there /JU,,account_access,escalate,Human-approved label recorded after explicit review.,partly,Human-approved label.,human_reviewed
1553424,"@SpotifyCares may I know why I can't play this song, but I've already downloaded it. https://t.co/bfdflu11Si https://t.co/ALDPwF0sq2","@480595 Hey there! Help's here. Can you let us know the device, Android, and app versions you're using? We'll see what we can suggest /PB",,product_service_issue,escalate,Human-approved label recorded after explicit review.,partly,Human-approved label.,human_reviewed
458055,@SpotifyCares Tried again and finally got it to take. The issue is now resolved.,@223744 Awesome! Let us know if you ever need us again. We'd be... https://t.co/LgAM6ky9Vv /JQ,,other,auto_handle,Human-approved label recorded after explicit review.,yes,Human-approved label.,human_reviewed
2959340,Hay @115888 why Princess Leia's theme isn't in the best of star wars playlist but you have Jabba Flow and not one but two of the Cantina Band songs. Please add Leia's Theme it's such a great SW/John Williams song.,"@704719 Hey Jorge, thanks for the feedback! Our Curation team are independent and use taste, data, research, and trends to create playlists, but we’ll pass on your suggestion /RK",,complaint_feedback,auto_handle,Human-approved label recorded after explicit review.,yes,Human-approved label.,human_reviewed
2919253,"@115888 what’s going on with the tunes, guys? App is not working.","@807988 Hey, thanks for the report! We had a little hiccup earlier, but everything should be running just fine now /JS",,product_service_issue,auto_handle,Human-approved label recorded after explicit review.,yes,Human-approved label.,human_reviewed
2432962,"@SpotifyCares Personally assembled Windows 10 desktop. And it's always the latest version of Spotify, because it apparently has to reinstall itself Every. Single. Time. 
I don't understand why the updates can't happen under the hood just like Chrome",@698234 Got it. Can you try giving the app a clean reinstall? You can get more info here: https://t.co/mu10ot63uW. Let us know how it plays out /NS,,product_service_issue,escalate,Human-approved label recorded after explicit review.,yes,Human-approved label.,human_reviewed
2216059,@SpotifyCares Hi! I’m using the spotify desktop app (ver. 10.66.478) on my macbook pro (OS high sierra). I tried the DNS fix (from the spotify community forum) and it worked for a while but now the error message is back.,"@148903 Thanks for the info. Can you try logging out of Spotify, restarting your device, and logging back in to see if that helps? /NY",,product_service_issue,escalate,Human-approved label recorded after explicit review.,partly,Human-approved label.,human_reviewed
378729,"@SpotifyCares If you can't remove it, is there a way I could censor that ad or can you at least limit the number of times it plays?","@205880 We're afraid this isn't possible right now, but you can make it happen by adding your vote to this idea here: https://t.co/09HcvHy7VX /CH",,complaint_feedback,auto_handle,Human-approved label recorded after explicit review.,yes,Human-approved label.,human_reviewed
875180,"@SpotifyCares Please acknowledge issue and have someone from tech support contact me directly. Thanks, in advance.","@327788 Hey, help's here! Can you tell us the device, Android, and Spotify versions you're rocking? We'll see what we can suggest /JM",,product_service_issue,escalate,Human-approved label recorded after explicit review.,partly,Human-approved label.,human_reviewed
1492586,@SpotifyCares Thanks @SpotifyCares for solving this issue quickly and professionally!,"@466613 You're welcome! If you need us again, you know where to find us. Keep on rocking and https://t.co/mJs5KObHO4 🎶 /RC",,other,auto_handle,Human-approved label recorded after explicit review.,yes,Human-approved label.,human_reviewed
1061632,"@SpotifyCares nope, its still the same, every family member (except 1) is just labeled as 'Active' I can't see who is who. I'm trying to remove one of em",@370671 Hmm. Have you tried to clear cookies and cache or using a different browser? Keep us updated /DR,,account_access,escalate,Human-approved label recorded after explicit review.,partly,Human-approved label.,human_reviewed
1121419,"@SpotifyCares yea i figured as much, can't you negotiate a removal of this limit with the rights holders? spotify's a pretty large corp after all.","@384534 Thanks for sharing your thoughts about the download limit. We can't make any promises, but we’ll pass your feedback onto the right folks",,complaint_feedback,auto_handle,Human-approved label recorded after explicit review.,yes,Human-approved label.,human_reviewed
2293016,@115888 why won't u sync all my local files. V sad,@665883 Hey! The cavalry's here. Could you DM us your account's email address? We'll take a look under the hood /KB https://t.co/ldFdZRiNAt,,product_service_issue,escalate,Human-approved label recorded after explicit review.,partly,Human-approved label.,human_reviewed
462668,"@SpotifyCares The app on my Galaxy S8+ seems to be broken. When I attempt to launch it, I see nothing but a black screen. Also, it constantly switches to offline mode between listening sessions. HELP","@224968 Hey Jake, help's here! Can you send us the Android and Spotify versions you're running? We'll see what we can suggest /LO",,product_service_issue,escalate,Human-approved label recorded after explicit review.,yes,Human-approved label.,human_reviewed
826541,"@SpotifyCares Your Windows Mobile app is still having issues, any word on getting the app updated?","@316887 Hey Neil, help's here! Can you DM us your account's username or email address? We'll take a look backstage /PK https://t.co/ldFdZRiNAt",,product_service_issue,escalate,Human-approved label recorded after explicit review.,yes,Human-approved label.,human_reviewed
1074049,"@115888 hey, someone's just signed up for spotify using my email address. I can't contact helpdesk without signing in....help?","@151967 Hi Paul, could you DM us your email address? We'll check things out backstage /JO https://t.co/ldFdZRiNAt",,account_access,escalate,Human-approved label recorded after explicit review.,yes,Human-approved label.,human_reviewed
550043,@SpotifyCares And no error messages just drops anything I open anything else... Even after deleting all my photos and unneeded apps,@248110 Thanks. Can you give this a try: log out from Spotify &gt; restart your device &gt; log back in? Did that make a difference? /DR,,product_service_issue,escalate,Human-approved label recorded after explicit review.,yes,Human-approved label.,human_reviewed
2286386,@SpotifyCares - Yr App is killing my business. Keeps crashing/pple complaining/ music keeps stopping. Not happy😢😢😢,"@664365 Hey Janelle! Don't worry, we're here to help. Can you let us know the device, operating system, and Spotify version you're using? /MT",,product_service_issue,escalate,Human-approved label recorded after explicit review.,yes,Human-approved label.,human_reviewed
2027165,@SpotifyCares having issue with my app on iphone 6s.  Albums are not loading (unless previously saved) and search just returns error message,"@599458 Hey Matty! Can you send the OS and Spotify versions you're using? Also, what error message are you getting? We'll see what we can do /MS",,product_service_issue,escalate,Human-approved label recorded after explicit review.,yes,Human-approved label.,human_reviewed
387711,@115888 why can't my starred playlist on my iPhone start from the date added?,"@207769 Hi there, help's here! Can you send us a screenshot of what you see at the moment? We'll see what we can suggest /NY",,product_service_issue,escalate,Human-approved label recorded after explicit review.,partly,Human-approved label.,human_reviewed
1851319,"@115888 help! I turned off my phone, turned on, then I opened the app... all my downloads were deleted. How do I report this issue? https://t.co/7BLNiCzQYz",@554139 Hey there! Could you send us a DM with your account's email address or username? We'll take a look backstage /LO https://t.co/ldFdZRiNAt,,product_service_issue,escalate,Human-approved label recorded after explicit review.,yes,Human-approved label.,human_reviewed
2919260,@115888 is ur website down cant get my play list,@807992 Hey Craig! Thanks for letting us know. Everything’s looking good on our end now - are you still having this issue? /FR,,product_service_issue,escalate,Human-approved label recorded after explicit review.,partly,Human-approved label.,human_reviewed
2608291,@SpotifyCares I fixed it &amp; got my spotify student subscription back but it won't let me reactivate my hulu subscription 🙃 the page won't load,@127278 Hey Nicole! Can you DM us your account's username or email address? We'll check backstage /NG https://t.co/ldFdZRiNAt,,account_access,escalate,Human-approved label recorded after explicit review.,yes,Human-approved label.,human_reviewed
2926806,"@SpotifyCares Very bummed that I am limited to the number of playlists I can download to my phone. That's all I listen to on the wonderful Bose sound system in my car. I pay, why can't I play? #Spotify is cramping my style! I love my Spotify, stop playing hard to get!",@809769 Thanks for the feedback – we appreciate it! We’ll get this passed onto the right team /LO,,complaint_feedback,auto_handle,Human-approved label recorded after explicit review.,yes,Human-approved label.,human_reviewed
269201,"@SpotifyCares Well, things seem to be working now. It's playing the right song now. I guess shutting off my computer &amp; turning it back on fixed it.",@180192 Great! Glad to hear it's working. Just let us know if we can help with anything else. https://t.co/m4HWSbgHVZ 🙂 /AU,other,other,auto_handle,Human-approved label recorded after explicit review.,yes,Human-approved label.,human_reviewed
2822002,"@SpotifyCares spotify: 1.0.68.407.g6864aaaf
macbook pro: MacOS Sierra, version 10.12.1",@786437 Thanks. Can you try following the steps that are on this link: https://t.co/MBhp95Rxc7. Let us know how it goes /SJ,other,product_service_issue,escalate,Human-approved label recorded after explicit review.,partly,Human-approved label.,human_reviewed
1803997,"@SpotifyCares found in u t&amp;c , i accepted a prev 30 day trial there4 it only offer 30. u shuld make very clear in mail so not waste my time n energy. :(",@542045 Hey Morgan! Can you DM us your account's username or email address? Send us a copy of the email too. We'll check backstage /QI https://t.co/ldFdZRiNAt,other,complaint_feedback,escalate,Human-approved label recorded after explicit review.,yes,Human-approved label.,human_reviewed
41768,@SpotifyCares Ooh! Thank you.,@125200 You're welcome! Let us know if you ever need us again. We'd be... https://t.co/LgAM6ky9Vv 🙂 /AU,other,other,auto_handle,Human-approved label recorded after explicit review.,yes,Human-approved label.,human_reviewed
1963089,@116130 glitching like mad on my iPad great,"@582064 Hey Nadka! Don’t worry, we can help. What’s happening exactly? Can you also let us know the iOS and Spotify version you're using? /KB",other,product_service_issue,escalate,Human-approved label recorded after explicit review.,yes,Human-approved label.,human_reviewed
1962227,@SpotifyCares Thanks for the response. Did that yesterday. It worked exactly once. Locked my system up again today.,"@581872 Hmm, that's odd. Does restarting your internet connection help at all? We'd also recommend trying different connections /MT",other,product_service_issue,escalate,Human-approved label recorded after explicit review.,partly,Human-approved label.,human_reviewed
2077234,Idea: would love to add my social media handles to my Spotify artist profile! @SpotifyCares 😏,@575906 Hey! Our friends in Artist Support are the right folks to help with this. You can get in touch with them here: https://t.co/p1wbtdELHu /PL,complaint_feedback,complaint_feedback,auto_handle,Human-approved label recorded after explicit review.,yes,Human-approved label.,human_reviewed
2867783,@117153 @SpotifyCares,@595541 Hey there! We've just sent you a bit more info over DM. We'll carry on helping out there /DD,other,other,escalate,Human-approved label recorded after explicit review.,partly,Human-approved label.,human_reviewed
2311094,I'm still waiting for @115888 to get a sleep timer.,"@670267 Hey! We don't have any info on this right now, but we've already given our devs a nudge that this is something that you'd like to have /CH",other,complaint_feedback,auto_handle,Human-approved label recorded after explicit review.,yes,Human-approved label.,human_reviewed
2782146,@SpotifyCares Thanks. It's now working for me again 🙂,@776947 Awesome! We're back in business. Time for you to get back to the music 🎶 https://t.co/BfthoJ76hs /GT,other,other,auto_handle,Human-approved label recorded after explicit review.,yes,Human-approved label.,human_reviewed
327653,@117168 @115888 just wondering how much longer until I can get Rammstein's album Liebe Ist Fur Alle Da and any other parts of their catalog back? Really missing Ich Tu Dir Weh right now! If it's gonna be awhile I may have to think about switching.,"@194115 Hey there! Fingers crossed we'll be able to have it soon, but there's info about Spotify content here: https://t.co/0i8GpimuDa /LO",other,information_request,escalate,Human-approved label recorded after explicit review.,partly,Human-approved label.,human_reviewed
1029770,Furious with @117168 @hulu_support It's not letting me connect the accounts! https://t.co/2gUuvG67CL,"@363640 Hi Luis. Don't worry, help's here. Can you DM us your username or email address so we can check /JU https://t.co/ldFdZRiNAt",account_access,account_access,escalate,Human-approved label recorded after explicit review.,yes,Human-approved label.,human_reviewed
1609267,"Here’s a song for you… Donut by pH-1
https://t.co/a1hrslpuPH
@SpotifyCares Finally you guy give me this 😄 thanks ❤💙💚💛💜",@443888 Woohoo! This calls for a https://t.co/ArJFNes23V. Give us a shout if you need anything else 🙂 /MG,other,other,auto_handle,Human-approved label recorded after explicit review.,yes,Human-approved label.,human_reviewed
1848381,@SpotifyCares Hallå! For the suggestion box: a mini player for big screens. Tacka! (Actually I have no idea if this will be read in Sweden),"@553495 Hi Alastair, nice idea! Suggest it in our Community at https://t.co/rtDvYZOF32 to get support from other fans. Have a nice day 🙂 /WW",other,complaint_feedback,auto_handle,Human-approved label recorded after explicit review.,yes,Human-approved label.,human_reviewed
